,RSIOverbought,RSIOversold,TSIOverbought,TSIOversold,LowBollinger,HighBollinger,GoldenCross,ChandelierExit,0,1,2
1161,False,False,False,True,False,False,False,False,0,0,1
1162,False,False,False,True,False,False,False,False,0,0,1
1163,False,False,False,True,False,False,False,False,0,0,1
1164,False,False,False,False,False,False,False,False,0,0,1
1165,False,False,False,False,False,False,False,False,0,0,1
1166,True,False,False,False,False,False,False,False,0,0,1
1167,True,False,False,False,False,False,False,False,0,0,1
1168,True,False,False,False,False,False,False,False,0,0,1
1169,False,False,False,False,False,False,False,False,0,0,1
1170,False,False,False,False,False,False,False,False,0,0,1
1171,False,False,False,False,False,False,False,False,0,0,1
1172,False,False,False,False,False,False,False,False,0,0,1
1173,False,False,False,False,False,False,False,False,0,0,1
1174,False,False,False,False,False,False,False,False,0,0,1
1175,False,False,False,False,False,False,False,False,0,0,1
1176,False,False,False,False,False,False,False,False,0,0,1
1177,False,False,False,False,False,False,False,False,0,0,1
1178,False,False,False,False,False,False,False,False,0,0,1
1179,False,False,False,False,False,True,False,False,0,0,1
1180,False,False,False,False,False,True,False,False,0,0,1
1181,False,False,False,False,False,True,False,False,0,0,1
1182,False,False,False,False,False,False,False,False,0,0,1
1183,True,False,False,False,False,False,False,False,0,0,1
1184,True,False,False,False,False,False,False,False,0,0,1
1185,False,False,False,False,False,False,False,False,0,0,1
1186,False,False,False,False,False,False,False,False,0,0,1
1187,False,False,False,False,False,False,False,False,0,0,1
1188,False,False,False,False,False,False,False,True,0,0,1
1189,False,False,False,False,False,False,False,True,0,0,1
1190,False,False,False,False,False,False,False,False,0,0,1
1191,False,False,False,False,False,False,False,False,0,0,1
1192,False,False,False,False,False,False,False,False,0,0,1
1193,False,False,False,False,False,False,False,False,0,0,1
1194,False,False,False,False,False,False,False,False,0,0,1
1195,False,False,False,False,False,False,False,False,0,0,1
1196,False,False,False,False,False,False,False,False,0,0,1
1197,False,False,False,False,False,False,False,False,0,0,1
1198,False,False,False,False,False,False,False,False,0,0,1
1199,False,False,False,False,False,False,False,False,0,0,1
1200,False,False,False,False,False,False,False,False,0,0,1
1201,False,False,False,False,False,False,False,False,0,0,1
1202,False,False,False,False,False,False,False,True,0,0,1
1203,False,False,False,False,False,False,False,False,0,0,1
1204,False,False,False,False,True,False,False,True,0,0,1
1205,False,False,False,False,False,False,False,True,0,0,1
1206,False,False,False,False,False,False,False,False,0,0,1
1207,False,True,False,False,True,False,False,True,0,0,1
1208,False,True,False,False,True,False,False,True,0,0,1
1209,False,True,False,True,True,False,False,True,0,0,1
1210,False,True,False,True,False,False,False,True,0,0,1
1211,False,True,False,True,False,False,False,True,0,0,1
1212,False,True,False,True,False,False,False,True,0,0,1
1213,False,True,False,True,False,False,False,True,0,0,1
1214,False,False,False,True,False,False,False,False,0,0,1
1215,False,False,False,True,False,False,False,False,0,0,1
1216,False,False,False,False,False,False,False,False,0,0,1
1217,False,False,False,False,False,False,False,False,0,0,1
1218,False,False,False,False,False,False,False,False,0,0,1
1219,False,False,False,False,False,False,False,False,0,0,1
1220,False,False,False,False,False,False,False,False,0,0,1
1221,True,False,False,False,False,False,False,False,0,0,1
1222,True,False,False,False,False,False,False,False,0,0,1
1223,True,False,False,False,False,False,False,False,0,0,1
1224,True,False,False,False,False,False,False,False,0,0,1
1225,True,False,False,False,False,False,False,False,0,0,1
1226,True,False,False,False,False,False,False,False,0,0,1
1227,False,False,False,False,False,False,False,False,0,0,1
1228,False,False,False,False,False,False,False,False,0,0,1
1229,False,False,False,False,False,False,False,False,0,0,1
1230,False,False,False,False,False,False,False,False,0,0,1
1231,False,False,False,False,False,False,False,False,0,0,1
1232,False,False,False,False,False,False,False,False,0,0,1
1233,False,False,False,False,False,False,False,False,0,0,1
1234,False,False,False,False,False,False,False,False,0,0,1
1235,False,False,False,False,False,False,False,False,0,0,1
1236,False,False,False,False,False,False,False,False,0,0,1
1237,False,False,False,False,False,False,False,False,0,0,1
1238,False,False,False,False,False,False,False,False,0,0,1
1239,False,False,False,False,False,False,False,False,0,0,1
1240,False,False,False,False,False,False,False,False,0,0,1
1241,False,False,False,False,False,False,False,False,0,0,1
1242,False,False,False,False,False,False,False,False,0,0,1
1243,False,False,False,False,False,False,False,False,0,0,1
1244,False,False,False,False,False,False,False,False,0,0,1
1245,False,False,False,False,False,False,False,False,0,0,1
1246,False,False,False,False,False,False,False,False,0,0,1
1247,False,False,False,False,False,False,False,False,0,0,1
1248,False,False,False,False,False,False,False,False,0,0,1
1249,False,False,False,False,False,False,False,False,0,0,1
1250,False,False,False,False,False,False,False,False,0,0,1
1251,False,False,False,False,False,True,False,False,0,0,1
1252,True,False,False,False,False,True,False,False,0,0,1
1253,True,False,False,False,False,True,False,False,0,0,1
1254,True,False,False,False,False,True,False,False,0,0,1
1255,True,False,True,False,False,False,False,False,0,0,1
1256,True,False,True,False,False,False,False,False,0,0,1
1257,False,False,False,False,False,False,False,False,0,0,1
1258,False,False,False,False,False,False,False,False,0,0,1
1259,False,False,False,False,False,False,False,False,0,0,1
1260,False,False,False,False,False,False,False,False,0,0,1
1261,False,False,False,False,False,False,False,False,0,0,1
1262,False,False,False,False,False,False,False,False,0,0,1
1263,False,False,False,False,False,False,False,False,0,0,1
1264,False,False,False,False,False,False,False,False,0,0,1
1265,False,False,False,False,False,False,False,False,0,0,1
1266,False,False,False,False,False,False,False,False,0,0,1
1267,False,False,False,False,False,False,False,False,0,0,1
1268,False,False,False,False,False,False,False,False,0,0,1
1269,False,False,False,False,False,False,False,False,0,0,1
1270,False,False,False,False,False,False,False,False,0,0,1
1271,False,False,False,False,False,False,False,False,0,0,1
1272,False,False,False,False,False,False,False,False,0,0,1
1273,False,False,False,False,False,False,False,False,0,0,1
1274,False,False,False,False,False,False,False,False,0,0,1
1275,False,False,False,False,False,False,False,False,0,0,1
1276,False,False,False,False,False,False,False,False,0,0,1
1277,False,False,False,False,False,False,False,False,0,0,1
1278,False,True,False,False,True,False,False,True,0,0,1
1279,False,True,False,False,True,False,False,True,0,0,1
1280,False,True,False,False,True,False,False,True,0,0,1
1281,False,True,False,False,False,False,False,True,0,0,1
1282,False,True,False,False,False,False,False,True,0,0,1
1283,False,True,False,False,False,False,False,True,0,0,1
1284,False,False,False,True,False,False,False,True,0,0,1
1285,False,True,False,True,False,False,False,True,0,0,1
1286,False,True,False,True,False,False,False,True,0,0,1
1287,False,True,False,True,False,False,False,True,0,0,1
1288,False,True,False,True,False,False,False,True,0,0,1
1289,False,True,False,True,False,False,False,True,0,0,1
1290,False,True,False,True,False,False,False,True,0,0,1
1291,False,True,False,True,False,False,False,False,0,0,1
1292,False,False,False,True,False,False,False,False,0,0,1
1293,False,False,False,True,False,False,False,False,0,0,1
1294,False,False,False,True,False,False,False,False,0,0,1
1295,False,False,False,True,False,False,False,False,0,0,1
1296,False,False,False,True,False,False,False,False,0,0,1
1297,False,False,False,True,False,False,False,False,0,0,1
1298,False,False,False,True,False,False,False,False,0,0,1
1299,False,False,False,True,False,False,False,False,0,0,1
1300,False,False,False,False,False,False,False,False,0,0,1
1301,False,False,False,False,False,False,False,False,0,0,1
1302,False,False,False,False,False,False,False,False,0,0,1
1303,False,False,False,False,False,False,False,False,0,0,1
1304,False,False,False,True,False,False,False,False,0,0,1
1305,False,False,False,True,False,False,False,False,0,0,1
1306,False,False,False,True,False,False,False,True,0,0,1
1307,False,False,False,True,False,False,False,True,0,0,1
1308,False,False,False,True,False,False,False,False,0,0,1
1309,False,True,False,True,False,False,False,True,0,0,1
1310,False,True,False,True,False,False,False,True,0,0,1
1311,False,True,False,True,False,False,False,True,0,0,1
1312,False,True,False,True,False,False,False,True,0,0,1
1313,False,True,False,True,False,False,False,True,0,0,1
1314,False,True,False,True,False,False,False,False,0,0,1
1315,False,False,False,True,False,False,False,False,0,0,1
1316,False,False,False,True,False,False,False,False,0,0,1
1317,False,False,False,True,False,False,False,False,0,0,1
1318,False,False,False,False,False,False,False,False,0,0,1
1319,False,False,False,False,False,False,False,False,0,0,1
1320,False,False,False,False,False,False,False,False,0,0,1
1321,False,False,False,False,False,False,False,False,0,0,1
1322,False,False,False,False,False,False,False,False,0,0,1
1323,False,False,False,False,False,False,False,False,0,0,1
1324,False,False,False,False,False,False,False,False,0,0,1
1325,False,False,False,False,False,False,False,False,0,0,1
1326,False,False,False,False,False,False,False,False,0,0,1
1327,False,False,False,False,False,False,False,True,0,0,1
1328,False,False,False,False,False,False,False,True,0,0,1
1329,False,False,False,False,False,False,False,True,0,0,1
1330,False,False,False,False,False,False,False,False,0,0,1
1331,False,False,False,False,False,False,False,False,0,0,1
1332,False,True,False,False,False,False,False,True,0,0,1
1333,False,False,False,False,False,False,False,False,0,0,1
1334,False,True,False,False,False,False,False,False,0,0,1
1335,False,True,False,False,True,False,False,True,0,0,1
1336,False,False,False,False,False,False,False,False,0,0,1
1337,False,False,False,False,False,False,False,False,0,0,1
1338,False,False,False,False,False,False,False,False,0,0,1
1339,False,False,False,False,False,False,False,False,0,0,1
1340,False,False,False,False,False,False,False,False,0,0,1
1341,False,False,False,False,False,False,False,False,0,0,1
1342,False,False,False,False,False,False,False,False,0,0,1
1343,False,False,False,False,False,False,False,False,0,0,1
1344,False,False,False,False,False,False,False,False,0,0,1
1345,False,False,False,False,False,False,False,False,0,0,1
1346,False,False,False,False,False,False,False,False,0,0,1
1347,False,False,False,False,False,False,False,False,0,0,1
1348,False,False,False,False,False,False,False,False,0,0,1
1349,True,False,False,False,False,False,False,False,0,0,1
1350,True,False,False,False,False,False,False,False,0,0,1
1351,True,False,False,False,False,False,False,False,0,0,1
1352,True,False,False,False,False,False,False,False,0,0,1
1353,True,False,False,False,False,False,False,False,0,0,1
1354,True,False,False,False,False,False,False,False,0,0,1
1355,False,False,False,False,False,False,False,False,0,0,1
1356,False,False,False,False,False,False,False,False,0,0,1
1357,False,False,False,False,False,False,False,False,0,0,1
1358,True,False,False,False,False,False,False,False,0,0,1
1359,True,False,False,False,False,True,False,False,0,0,1
1360,True,False,False,False,False,False,False,False,0,0,1
1361,False,False,False,False,False,False,False,False,0,0,1
1362,False,False,False,False,False,False,False,False,0,0,1
1363,False,False,False,False,False,False,False,False,0,0,1
1364,False,False,False,False,False,False,False,True,0,0,1
1365,False,False,False,False,False,False,False,False,0,0,1
1366,False,False,False,False,False,False,False,False,0,0,1
1367,False,False,False,False,False,False,False,False,0,0,1
1368,False,False,False,False,False,False,False,False,0,0,1
1369,False,False,False,False,False,False,False,False,0,0,1
1370,False,False,False,False,False,False,False,False,0,0,1
1371,False,False,False,False,False,False,False,False,0,0,1
1372,False,False,False,False,False,False,False,False,0,0,1
1373,False,False,False,False,False,False,False,False,0,0,1
1374,False,False,False,False,False,False,False,False,0,0,1
1375,False,False,False,False,False,False,False,False,0,0,1
1376,False,False,False,False,False,False,False,False,0,0,1
1377,False,False,False,False,False,False,False,False,0,0,1
1378,False,False,False,False,True,False,False,True,0,0,1
1379,False,True,False,False,True,False,False,True,0,0,1
1380,False,True,False,False,True,False,False,True,0,0,1
1381,False,True,False,False,True,False,False,True,0,0,1
1382,False,False,False,False,False,False,False,False,0,0,1
1383,False,False,False,False,False,False,False,False,0,0,1
1384,False,False,False,False,False,False,False,False,0,0,1
1385,False,False,False,False,False,False,False,False,0,0,1
1386,False,False,False,False,False,False,False,False,0,0,1
1387,False,False,False,False,False,False,False,False,0,0,1
1388,False,False,False,False,False,False,False,False,0,0,1
1389,False,False,False,False,False,False,False,False,0,0,1
1390,False,False,False,False,False,False,False,False,0,0,1
1391,True,False,False,False,False,False,False,False,0,0,1
1392,True,False,False,False,False,False,False,False,0,0,1
1393,True,False,True,False,False,False,False,False,0,0,1
1394,True,False,True,False,False,False,False,False,0,0,1
1395,True,False,True,False,False,False,False,False,0,0,1
1396,True,False,True,False,False,False,False,False,0,0,1
1397,True,False,True,False,False,False,False,False,0,0,1
1398,True,False,True,False,False,True,False,False,0,0,1
1399,True,False,True,False,False,True,False,False,0,0,1
1400,True,False,True,False,False,True,False,False,0,0,1
1401,True,False,True,False,False,False,False,False,0,0,1
1402,True,False,True,False,False,False,False,False,0,0,1
1403,True,False,True,False,False,False,False,False,0,0,1
1404,True,False,True,False,False,False,False,False,0,0,1
1405,True,False,True,False,False,False,True,False,0,0,1
1406,True,False,True,False,False,False,True,False,0,0,1
1407,True,False,True,False,False,False,True,False,0,0,1
1408,True,False,True,False,False,False,True,False,0,0,1
1409,True,False,True,False,False,False,True,False,0,0,1
1410,True,False,True,False,False,False,True,False,0,0,1
1411,True,False,True,False,False,False,True,False,0,0,1
1412,False,False,True,False,False,False,True,False,0,0,1
1413,False,False,True,False,False,False,True,False,0,0,1
1414,False,False,True,False,False,False,True,True,0,0,1
1415,False,False,True,False,False,False,True,True,0,0,1
1416,False,True,True,False,False,False,True,True,0,0,1
1417,False,True,True,False,False,False,True,True,0,0,1
1418,False,True,False,False,True,False,True,True,0,1,0
1419,False,True,False,False,False,False,True,True,0,1,0
1420,False,True,False,False,False,False,True,True,0,1,0
1421,False,True,False,False,False,False,True,True,0,1,0
1422,False,False,False,False,False,False,True,True,0,1,0
1423,False,True,False,False,False,False,True,True,0,1,0
1424,False,True,False,False,False,False,True,True,0,1,0
1425,False,True,False,False,False,False,True,True,0,1,0
1426,False,False,False,False,False,False,True,False,0,0,1
1427,False,False,False,False,False,False,True,False,0,0,1
1428,False,False,False,False,False,False,True,False,0,0,1
1429,False,False,False,False,False,False,True,False,0,0,1
1430,False,False,False,False,False,False,True,False,0,0,1
1431,False,False,False,False,False,False,True,False,0,0,1
1432,False,False,False,False,False,False,True,False,0,0,1
1433,False,False,False,False,False,False,True,False,0,0,1
1434,False,False,False,False,False,False,True,False,0,0,1
1435,False,False,False,False,False,False,True,False,0,0,1
1436,False,False,False,False,False,False,True,False,0,0,1
1437,False,False,False,False,False,False,True,False,0,0,1
1438,False,False,False,False,False,False,True,False,0,0,1
1439,False,False,False,False,False,False,True,False,0,0,1
1440,False,False,False,False,False,False,True,False,0,0,1
1441,False,False,False,False,False,False,True,False,0,0,1
1442,False,False,False,False,False,False,True,False,0,0,1
1443,False,False,False,False,False,False,True,False,0,0,1
1444,False,False,False,False,False,True,True,False,0,0,1
1445,False,False,False,False,False,True,True,False,0,0,1
1446,False,False,False,False,False,False,True,False,0,0,1
1447,False,False,False,False,False,False,True,False,0,0,1
1448,False,False,False,False,False,False,True,False,0,0,1
1449,False,False,False,False,False,False,True,False,0,0,1
1450,False,False,False,False,False,False,True,False,0,0,1
1451,False,False,False,False,False,False,True,False,0,0,1
1452,False,False,False,False,False,False,True,True,0,1,0
1453,False,False,False,False,False,False,True,True,0,1,0
1454,False,False,False,False,False,False,True,False,0,0,1
1455,False,False,False,False,False,False,True,False,0,0,1
1456,False,False,False,False,False,False,True,False,0,0,1
1457,False,False,False,False,False,False,True,False,0,0,1
1458,False,False,False,False,False,False,True,False,0,0,1
1459,False,False,False,False,False,False,True,False,0,0,1
1460,False,False,False,False,False,True,True,False,0,0,1
1461,False,False,False,False,False,False,True,False,0,0,1
1462,False,False,False,False,True,False,True,True,0,1,0
1463,False,False,False,False,True,False,True,True,0,1,0
1464,False,False,False,False,True,False,True,True,0,1,0
1465,False,False,False,False,False,False,True,True,0,1,0
1466,False,False,False,False,False,False,True,True,0,1,0
1467,False,False,False,False,False,False,True,True,0,1,0
1468,False,False,False,False,False,False,True,True,0,1,0
1469,False,False,False,False,False,False,True,True,0,1,0
1470,False,False,False,False,False,False,True,True,0,1,0
1471,False,False,False,False,False,False,True,True,0,1,0
1472,False,False,False,False,False,False,True,True,0,1,0
1473,False,False,False,False,False,False,True,True,0,1,0
1474,False,False,False,False,False,False,True,False,0,0,1
1475,False,False,False,False,False,False,True,False,0,0,1
1476,True,False,False,False,False,False,True,False,0,0,1
1477,True,False,False,False,False,False,True,False,0,0,1
1478,True,False,False,False,False,False,True,False,0,0,1
1479,True,False,False,False,False,False,True,False,0,0,1
1480,True,False,False,False,False,False,True,False,0,0,1
1481,True,False,False,False,False,False,True,False,0,0,1
1482,True,False,False,False,False,False,True,False,0,0,1
1483,True,False,False,False,False,False,True,False,0,0,1
1484,True,False,True,False,False,False,True,False,0,0,1
1485,True,False,True,False,False,False,True,False,0,0,1
1486,True,False,True,False,False,False,True,False,0,0,1
1487,True,False,True,False,False,False,True,False,0,0,1
1488,True,False,True,False,False,False,True,False,0,0,1
1489,True,False,True,False,False,False,True,False,0,0,1
1490,True,False,True,False,False,False,True,False,0,0,1
1491,True,False,True,False,False,False,True,False,0,0,1
1492,False,False,True,False,False,False,True,False,0,0,1
1493,False,False,True,False,False,False,True,False,0,0,1
1494,False,False,True,False,False,False,True,False,0,0,1
1495,False,False,True,False,False,False,True,False,0,0,1
1496,False,False,True,False,False,False,True,False,0,0,1
1497,False,False,True,False,False,False,True,False,0,0,1
1498,False,False,True,False,False,False,True,False,0,0,1
1499,False,False,True,False,False,False,True,False,0,0,1
1500,False,False,True,False,False,False,True,False,0,0,1
1501,False,False,True,False,False,False,True,False,0,0,1
1502,False,False,True,False,False,False,True,False,0,0,1
1503,False,False,False,False,False,False,True,False,0,0,1
1504,False,False,False,False,False,False,True,False,0,0,1
1505,False,False,False,False,False,False,True,False,0,0,1
1506,False,False,False,False,False,False,True,False,0,0,1
1507,False,False,False,False,True,False,True,True,0,1,0
1508,False,False,False,False,False,False,True,False,0,0,1
1509,False,True,False,False,False,False,True,False,0,0,1
1510,False,False,False,False,False,False,True,False,0,0,1
1511,False,False,False,False,False,False,True,False,0,0,1
1512,False,False,False,False,False,False,True,False,0,0,1
1513,False,False,False,False,True,False,True,True,0,1,0
1514,False,True,False,False,True,False,True,True,0,1,0
1515,False,True,False,False,True,False,True,True,0,1,0
1516,False,True,False,False,False,False,True,True,0,1,0
1517,False,True,False,False,False,False,True,True,0,1,0
1518,False,True,False,True,False,False,True,True,0,1,0
1519,False,True,False,True,False,False,True,True,0,1,0
1520,False,True,False,True,False,False,True,True,0,1,0
1521,False,True,False,True,False,False,True,True,0,1,0
1522,False,True,False,True,False,False,True,True,0,1,0
1523,False,True,False,True,False,False,True,True,0,1,0
1524,False,True,False,True,False,False,True,True,0,1,0
1525,False,False,False,True,False,False,True,False,0,0,1
1526,False,False,False,False,False,False,True,False,0,0,1
1527,False,False,False,False,False,False,True,False,0,0,1
1528,False,False,False,False,False,False,True,False,0,0,1
1529,False,False,False,True,False,False,True,False,0,0,1
1530,False,True,False,True,True,False,True,True,1,0,0
1531,False,True,False,True,True,False,True,True,1,0,0
1532,False,True,False,True,True,False,True,True,1,0,0
1533,False,True,False,True,False,False,True,True,0,1,0
1534,False,True,False,True,False,False,True,True,0,1,0
1535,False,True,False,True,False,False,True,True,0,1,0
1536,False,True,False,True,False,False,True,True,0,1,0
1537,False,True,False,True,False,False,True,True,0,1,0
1538,False,True,False,True,False,False,True,True,0,1,0
1539,False,True,False,True,False,False,True,True,0,1,0
1540,False,True,False,True,False,False,True,True,0,1,0
1541,False,True,False,True,False,False,True,True,0,1,0
1542,False,True,False,True,False,False,True,True,0,1,0
1543,False,True,False,True,False,False,True,False,0,0,1
1544,False,False,False,True,False,False,True,False,0,0,1
1545,False,False,False,True,False,False,True,False,0,0,1
1546,False,False,False,True,False,False,True,False,0,0,1
1547,False,False,False,True,False,False,True,False,0,0,1
1548,False,False,False,True,False,False,True,True,0,1,0
1549,False,False,False,True,False,False,True,False,0,0,1
1550,False,False,False,True,False,False,True,True,0,1,0
1551,False,False,False,True,False,False,True,True,0,1,0
1552,False,True,False,True,False,False,True,True,0,1,0
1553,False,True,False,True,False,False,False,True,0,0,1
1554,False,True,False,True,False,False,False,False,0,0,1
1555,False,True,False,True,False,False,False,True,0,0,1
1556,False,False,False,True,False,False,False,False,0,0,1
1557,False,False,False,True,False,False,False,False,0,0,1
1558,False,False,False,True,False,False,False,False,0,0,1
1559,False,True,False,True,False,False,False,False,0,0,1
1560,False,False,False,True,False,False,False,False,0,0,1
1561,False,False,False,True,False,False,False,False,0,0,1
1562,False,False,False,True,False,False,False,False,0,0,1
1563,False,False,False,True,False,False,False,False,0,0,1
1564,False,False,False,True,False,False,False,False,0,0,1
1565,False,True,False,True,False,False,False,False,0,0,1
1566,False,False,False,True,False,False,False,False,0,0,1
1567,False,False,False,True,False,False,False,False,0,0,1
1568,False,False,False,True,False,False,False,False,0,0,1
1569,False,False,False,True,False,False,False,False,0,0,1
1570,False,False,False,False,False,False,False,False,0,0,1
1571,False,False,False,False,False,False,False,False,0,0,1
1572,False,False,False,False,False,True,False,False,0,0,1
1573,True,False,False,False,False,True,False,False,0,0,1
1574,False,False,False,False,False,False,False,False,0,0,1
1575,False,False,False,False,False,False,False,False,0,0,1
1576,False,False,False,False,False,False,False,False,0,0,1
1577,False,False,False,False,False,False,False,False,0,0,1
1578,False,False,False,False,False,False,False,False,0,0,1
1579,False,False,False,False,False,False,False,True,0,0,1
1580,False,False,False,False,False,False,False,False,0,0,1
1581,False,False,False,False,False,False,False,False,0,0,1
1582,False,False,False,False,False,False,False,False,0,0,1
1583,False,False,False,False,False,False,False,False,0,0,1
1584,False,False,False,False,False,False,False,False,0,0,1
1585,False,False,False,False,False,False,False,False,0,0,1
1586,False,False,False,False,False,False,False,False,0,0,1
1587,False,False,False,False,False,False,False,False,0,0,1
1588,False,False,False,False,False,False,False,False,0,0,1
1589,False,False,False,False,False,False,False,False,0,0,1
1590,False,False,False,False,False,False,False,False,0,0,1
1591,False,False,False,False,False,False,False,True,0,0,1
1592,False,False,False,False,False,False,False,False,0,0,1
1593,False,False,False,False,False,False,False,False,0,0,1
1594,False,False,False,False,False,False,False,False,0,0,1
1595,False,True,False,False,False,False,False,False,0,0,1
1596,False,True,False,False,False,False,False,True,0,0,1
1597,False,True,False,False,False,False,False,False,0,0,1
1598,False,True,False,False,True,False,False,True,0,0,1
1599,False,True,False,False,False,False,False,True,0,0,1
1600,False,True,False,True,False,False,False,True,0,0,1
1601,False,True,False,True,True,False,False,True,0,0,1
1602,False,False,False,True,False,False,False,False,0,0,1
1603,False,False,False,True,False,False,False,False,0,0,1
1604,False,False,False,False,False,False,False,False,0,0,1
1605,False,False,False,False,False,False,False,False,0,0,1
1606,False,False,False,False,False,False,False,False,0,0,1
1607,False,False,False,False,False,False,False,False,0,0,1
1608,False,False,False,False,False,False,False,False,0,0,1
1609,False,False,False,False,False,False,False,False,0,0,1
1610,False,False,False,False,False,False,False,False,0,0,1
1611,False,False,False,False,False,False,False,False,0,0,1
1612,False,False,False,False,False,False,False,False,0,0,1
1613,False,False,False,False,False,False,False,False,0,0,1
1614,False,False,False,False,False,False,False,False,0,0,1
1615,False,False,False,False,False,False,False,False,0,0,1
1616,False,False,False,False,False,False,False,False,0,0,1
1617,False,False,False,False,False,False,False,False,0,0,1
1618,False,False,False,False,False,False,False,False,0,0,1
1619,False,False,False,False,False,False,False,False,0,0,1
1620,False,False,False,False,False,False,False,False,0,0,1
1621,False,False,False,False,False,False,False,False,0,0,1
1622,False,False,False,False,False,False,False,False,0,0,1
1623,False,False,False,False,False,False,False,False,0,0,1
1624,False,False,False,False,False,False,False,False,0,0,1
1625,False,False,False,False,False,True,False,False,0,0,1
1626,False,False,False,False,False,False,False,False,0,0,1
1627,True,False,False,False,False,False,False,False,0,0,1
1628,True,False,False,False,False,False,False,False,0,0,1
1629,True,False,False,False,False,False,False,False,0,0,1
1630,True,False,False,False,False,False,False,False,0,0,1
1631,True,False,False,False,False,True,False,False,0,0,1
1632,True,False,True,False,False,False,False,False,0,0,1
1633,True,False,True,False,False,False,False,False,0,0,1
1634,True,False,True,False,False,False,False,False,0,0,1
1635,False,False,False,False,False,False,False,False,0,0,1
1636,False,False,False,False,False,False,False,False,0,0,1
1637,False,False,False,False,False,False,False,False,0,0,1
1638,False,False,False,False,False,False,False,False,0,0,1
1639,False,False,False,False,False,False,False,True,0,0,1
1640,False,False,False,False,False,False,False,True,0,0,1
1641,False,True,False,False,True,False,False,True,0,0,1
1642,False,False,False,False,False,False,False,True,0,0,1
1643,False,False,False,False,False,False,False,True,0,0,1
1644,False,False,False,False,False,False,False,True,0,0,1
1645,False,True,False,False,False,False,False,True,0,0,1
1646,False,True,False,False,False,False,False,True,0,0,1
1647,False,True,False,False,False,False,False,True,0,0,1
1648,False,False,False,False,False,False,False,True,0,0,1
1649,False,True,False,False,True,False,False,True,0,0,1
1650,False,True,False,True,True,False,False,True,0,0,1
1651,False,True,False,True,False,False,False,True,0,0,1
1652,False,True,False,True,False,False,False,True,0,0,1
1653,False,True,False,True,False,False,False,True,0,0,1
1654,False,True,False,True,False,False,False,True,0,0,1
1655,False,True,False,True,False,False,False,True,0,0,1
1656,False,True,False,True,False,False,False,True,0,0,1
1657,False,True,False,True,False,False,False,True,0,0,1
1658,False,True,False,True,False,False,False,True,0,0,1
1659,False,True,False,True,False,False,False,True,0,0,1
1660,False,True,False,True,False,False,False,True,0,0,1
1661,False,True,False,True,False,False,False,True,0,0,1
1662,False,True,False,True,False,False,False,False,0,0,1
1663,False,False,False,True,False,False,False,False,0,0,1
1664,False,False,False,True,False,False,False,False,0,0,1
1665,False,False,False,True,False,False,False,False,0,0,1
1666,False,False,False,False,False,False,False,False,0,0,1
1667,False,False,False,False,False,False,False,False,0,0,1
1668,False,False,False,False,False,False,False,False,0,0,1
1669,False,False,False,False,False,False,False,False,0,0,1
1670,False,False,False,False,False,False,False,False,0,0,1
1671,False,False,False,False,False,False,False,False,0,0,1
1672,False,False,False,False,False,False,False,False,0,0,1
1673,True,False,False,False,False,False,False,False,0,0,1
1674,True,False,False,False,False,True,False,False,0,0,1
1675,True,False,False,False,False,True,False,False,0,0,1
1676,True,False,False,False,False,True,False,False,0,0,1
1677,True,False,False,False,False,True,False,False,0,0,1
1678,False,False,False,False,False,False,False,False,0,0,1
1679,False,False,False,False,False,False,False,False,0,0,1
1680,False,False,False,False,False,False,False,False,0,0,1
1681,False,False,False,False,False,False,False,False,0,0,1
1682,False,False,False,False,False,False,False,False,0,0,1
1683,False,False,False,False,False,False,False,False,0,0,1
1684,True,False,False,False,False,False,False,False,0,0,1
1685,True,False,False,False,False,False,False,False,0,0,1
1686,False,False,False,False,False,False,False,False,0,0,1
1687,False,False,False,False,False,False,False,False,0,0,1
1688,False,False,False,False,False,False,False,False,0,0,1
1689,False,False,False,False,False,False,False,False,0,0,1
1690,False,False,False,False,False,False,False,False,0,0,1
1691,False,False,False,False,False,False,False,False,0,0,1
1692,False,False,False,False,False,False,False,False,0,0,1
1693,False,False,False,False,False,False,False,False,0,0,1
1694,False,False,False,False,False,False,False,False,0,0,1
1695,False,False,False,False,False,False,False,False,0,0,1
1696,False,False,False,False,False,False,False,False,0,0,1
1697,False,False,False,False,False,False,False,False,0,0,1
1698,False,False,False,False,False,False,False,False,0,0,1
1699,False,False,False,False,False,False,False,False,0,0,1
1700,False,False,False,False,False,False,False,False,0,0,1
1701,False,False,False,False,False,False,False,False,0,0,1
1702,False,False,False,False,False,False,False,False,0,0,1
1703,False,False,False,False,False,False,False,False,0,0,1
1704,False,False,False,False,False,False,False,False,0,0,1
1705,False,False,False,False,False,False,False,False,0,0,1
1706,False,False,False,False,False,False,False,False,0,0,1
1707,False,False,False,False,False,False,False,False,0,0,1
1708,False,False,False,False,False,False,False,False,0,0,1
1709,False,False,False,False,False,False,False,False,0,0,1
1710,False,False,False,False,False,False,False,False,0,0,1
1711,False,False,False,False,False,False,False,False,0,0,1
1712,False,False,False,False,False,False,False,False,0,0,1
1713,True,False,False,False,False,True,False,False,0,0,1
1714,True,False,False,False,False,True,False,False,0,0,1
1715,True,False,True,False,False,True,False,False,0,0,1
1716,True,False,True,False,False,False,False,False,0,0,1
1717,True,False,True,False,False,False,False,False,0,0,1
