,RSIOverbought,RSIOversold,TSIOverbought,TSIOversold,LowBollinger,HighBollinger,GoldenCross,ChandelierExit
1277,False,False,False,False,False,False,False,False
1278,False,True,False,False,True,False,False,True
1279,False,True,False,False,True,False,False,True
1280,False,True,False,False,True,False,False,True
1281,False,True,False,False,False,False,False,True
1282,False,True,False,False,False,False,False,True
1283,False,True,False,False,False,False,False,True
1284,False,False,False,True,False,False,False,True
1285,False,True,False,True,False,False,False,True
1286,False,True,False,True,False,False,False,True
1287,False,True,False,True,False,False,False,True
1288,False,True,False,True,False,False,False,True
1289,False,True,False,True,False,False,False,True
1290,False,True,False,True,False,False,False,True
1291,False,True,False,True,False,False,False,False
1292,False,False,False,True,False,False,False,False
1293,False,False,False,True,False,False,False,False
1294,False,False,False,True,False,False,False,False
1295,False,False,False,True,False,False,False,False
1296,False,False,False,True,False,False,False,False
1297,False,False,False,True,False,False,False,False
1298,False,False,False,True,False,False,False,False
1299,False,False,False,True,False,False,False,False
1300,False,False,False,False,False,False,False,False
1301,False,False,False,False,False,False,False,False
1302,False,False,False,False,False,False,False,False
1303,False,False,False,False,False,False,False,False
1304,False,False,False,True,False,False,False,False
1305,False,False,False,True,False,False,False,False
1306,False,False,False,True,False,False,False,True
1307,False,False,False,True,False,False,False,True
1308,False,False,False,True,False,False,False,False
1309,False,True,False,True,False,False,False,True
1310,False,True,False,True,False,False,False,True
1311,False,True,False,True,False,False,False,True
1312,False,True,False,True,False,False,False,True
1313,False,True,False,True,False,False,False,True
1314,False,True,False,True,False,False,False,False
1315,False,False,False,True,False,False,False,False
1316,False,False,False,True,False,False,False,False
1317,False,False,False,True,False,False,False,False
1318,False,False,False,False,False,False,False,False
1319,False,False,False,False,False,False,False,False
1320,False,False,False,False,False,False,False,False
1321,False,False,False,False,False,False,False,False
1322,False,False,False,False,False,False,False,False
1323,False,False,False,False,False,False,False,False
1324,False,False,False,False,False,False,False,False
1325,False,False,False,False,False,False,False,False
1326,False,False,False,False,False,False,False,False
1327,False,False,False,False,False,False,False,True
1328,False,False,False,False,False,False,False,True
1329,False,False,False,False,False,False,False,True
1330,False,False,False,False,False,False,False,False
1331,False,False,False,False,False,False,False,False
1332,False,True,False,False,False,False,False,True
1333,False,False,False,False,False,False,False,False
1334,False,True,False,False,False,False,False,False
1335,False,True,False,False,True,False,False,True
1336,False,False,False,False,False,False,False,False
1337,False,False,False,False,False,False,False,False
1338,False,False,False,False,False,False,False,False
1339,False,False,False,False,False,False,False,False
1340,False,False,False,False,False,False,False,False
1341,False,False,False,False,False,False,False,False
1342,False,False,False,False,False,False,False,False
1343,False,False,False,False,False,False,False,False
1344,False,False,False,False,False,False,False,False
1345,False,False,False,False,False,False,False,False
1346,False,False,False,False,False,False,False,False
1347,False,False,False,False,False,False,False,False
1348,False,False,False,False,False,False,False,False
1349,True,False,False,False,False,False,False,False
1350,True,False,False,False,False,False,False,False
1351,True,False,False,False,False,False,False,False
1352,True,False,False,False,False,False,False,False
1353,True,False,False,False,False,False,False,False
1354,True,False,False,False,False,False,False,False
1355,False,False,False,False,False,False,False,False
1356,False,False,False,False,False,False,False,False
1357,False,False,False,False,False,False,False,False
1358,True,False,False,False,False,False,False,False
1359,True,False,False,False,False,True,False,False
1360,True,False,False,False,False,False,False,False
1361,False,False,False,False,False,False,False,False
1362,False,False,False,False,False,False,False,False
1363,False,False,False,False,False,False,False,False
1364,False,False,False,False,False,False,False,True
1365,False,False,False,False,False,False,False,False
1366,False,False,False,False,False,False,False,False
1367,False,False,False,False,False,False,False,False
1368,False,False,False,False,False,False,False,False
1369,False,False,False,False,False,False,False,False
1370,False,False,False,False,False,False,False,False
1371,False,False,False,False,False,False,False,False
1372,False,False,False,False,False,False,False,False
1373,False,False,False,False,False,False,False,False
1374,False,False,False,False,False,False,False,False
1375,False,False,False,False,False,False,False,False
1376,False,False,False,False,False,False,False,False
1377,False,False,False,False,False,False,False,False
1378,False,False,False,False,True,False,False,True
1379,False,True,False,False,True,False,False,True
1380,False,True,False,False,True,False,False,True
1381,False,True,False,False,True,False,False,True
1382,False,False,False,False,False,False,False,False
1383,False,False,False,False,False,False,False,False
1384,False,False,False,False,False,False,False,False
1385,False,False,False,False,False,False,False,False
1386,False,False,False,False,False,False,False,False
1387,False,False,False,False,False,False,False,False
1388,False,False,False,False,False,False,False,False
1389,False,False,False,False,False,False,False,False
1390,False,False,False,False,False,False,False,False
1391,True,False,False,False,False,False,False,False
1392,True,False,False,False,False,False,False,False
1393,True,False,True,False,False,False,False,False
1394,True,False,True,False,False,False,False,False
1395,True,False,True,False,False,False,False,False
1396,True,False,True,False,False,False,False,False
1397,True,False,True,False,False,False,False,False
1398,True,False,True,False,False,True,False,False
1399,True,False,True,False,False,True,False,False
1400,True,False,True,False,False,True,False,False
1401,True,False,True,False,False,False,False,False
1402,True,False,True,False,False,False,False,False
1403,True,False,True,False,False,False,False,False
1404,True,False,True,False,False,False,False,False
1405,True,False,True,False,False,False,True,False
1406,True,False,True,False,False,False,True,False
1407,True,False,True,False,False,False,True,False
1408,True,False,True,False,False,False,True,False
1409,True,False,True,False,False,False,True,False
1410,True,False,True,False,False,False,True,False
1411,True,False,True,False,False,False,True,False
1412,False,False,True,False,False,False,True,False
1413,False,False,True,False,False,False,True,False
1414,False,False,True,False,False,False,True,True
1415,False,False,True,False,False,False,True,True
1416,False,True,True,False,False,False,True,True
1417,False,True,True,False,False,False,True,True
1418,False,True,False,False,True,False,True,True
1419,False,True,False,False,False,False,True,True
1420,False,True,False,False,False,False,True,True
1421,False,True,False,False,False,False,True,True
1422,False,False,False,False,False,False,True,True
1423,False,True,False,False,False,False,True,True
1424,False,True,False,False,False,False,True,True
1425,False,True,False,False,False,False,True,True
1426,False,False,False,False,False,False,True,False
1427,False,False,False,False,False,False,True,False
1428,False,False,False,False,False,False,True,False
1429,False,False,False,False,False,False,True,False
1430,False,False,False,False,False,False,True,False
1431,False,False,False,False,False,False,True,False
1432,False,False,False,False,False,False,True,False
1433,False,False,False,False,False,False,True,False
1434,False,False,False,False,False,False,True,False
1435,False,False,False,False,False,False,True,False
1436,False,False,False,False,False,False,True,False
1437,False,False,False,False,False,False,True,False
1438,False,False,False,False,False,False,True,False
1439,False,False,False,False,False,False,True,False
1440,False,False,False,False,False,False,True,False
1441,False,False,False,False,False,False,True,False
1442,False,False,False,False,False,False,True,False
1443,False,False,False,False,False,False,True,False
1444,False,False,False,False,False,True,True,False
1445,False,False,False,False,False,True,True,False
1446,False,False,False,False,False,False,True,False
1447,False,False,False,False,False,False,True,False
1448,False,False,False,False,False,False,True,False
1449,False,False,False,False,False,False,True,False
1450,False,False,False,False,False,False,True,False
1451,False,False,False,False,False,False,True,False
1452,False,False,False,False,False,False,True,True
1453,False,False,False,False,False,False,True,True
1454,False,False,False,False,False,False,True,False
1455,False,False,False,False,False,False,True,False
1456,False,False,False,False,False,False,True,False
1457,False,False,False,False,False,False,True,False
1458,False,False,False,False,False,False,True,False
1459,False,False,False,False,False,False,True,False
1460,False,False,False,False,False,True,True,False
1461,False,False,False,False,False,False,True,False
1462,False,False,False,False,True,False,True,True
1463,False,False,False,False,True,False,True,True
1464,False,False,False,False,True,False,True,True
1465,False,False,False,False,False,False,True,True
1466,False,False,False,False,False,False,True,True
1467,False,False,False,False,False,False,True,True
1468,False,False,False,False,False,False,True,True
1469,False,False,False,False,False,False,True,True
1470,False,False,False,False,False,False,True,True
1471,False,False,False,False,False,False,True,True
1472,False,False,False,False,False,False,True,True
1473,False,False,False,False,False,False,True,True
1474,False,False,False,False,False,False,True,False
1475,False,False,False,False,False,False,True,False
1476,True,False,False,False,False,False,True,False
1477,True,False,False,False,False,False,True,False
1478,True,False,False,False,False,False,True,False
1479,True,False,False,False,False,False,True,False
1480,True,False,False,False,False,False,True,False
1481,True,False,False,False,False,False,True,False
1482,True,False,False,False,False,False,True,False
1483,True,False,False,False,False,False,True,False
1484,True,False,True,False,False,False,True,False
1485,True,False,True,False,False,False,True,False
1486,True,False,True,False,False,False,True,False
1487,True,False,True,False,False,False,True,False
1488,True,False,True,False,False,False,True,False
1489,True,False,True,False,False,False,True,False
1490,True,False,True,False,False,False,True,False
1491,True,False,True,False,False,False,True,False
1492,False,False,True,False,False,False,True,False
1493,False,False,True,False,False,False,True,False
1494,False,False,True,False,False,False,True,False
1495,False,False,True,False,False,False,True,False
1496,False,False,True,False,False,False,True,False
1497,False,False,True,False,False,False,True,False
1498,False,False,True,False,False,False,True,False
1499,False,False,True,False,False,False,True,False
1500,False,False,True,False,False,False,True,False
1501,False,False,True,False,False,False,True,False
1502,False,False,True,False,False,False,True,False
1503,False,False,False,False,False,False,True,False
1504,False,False,False,False,False,False,True,False
1505,False,False,False,False,False,False,True,False
1506,False,False,False,False,False,False,True,False
1507,False,False,False,False,True,False,True,True
1508,False,False,False,False,False,False,True,False
1509,False,True,False,False,False,False,True,False
1510,False,False,False,False,False,False,True,False
1511,False,False,False,False,False,False,True,False
1512,False,False,False,False,False,False,True,False
1513,False,False,False,False,True,False,True,True
1514,False,True,False,False,True,False,True,True
1515,False,True,False,False,True,False,True,True
1516,False,True,False,False,False,False,True,True
1517,False,True,False,False,False,False,True,True
1518,False,True,False,True,False,False,True,True
1519,False,True,False,True,False,False,True,True
1520,False,True,False,True,False,False,True,True
1521,False,True,False,True,False,False,True,True
1522,False,True,False,True,False,False,True,True
1523,False,True,False,True,False,False,True,True
1524,False,True,False,True,False,False,True,True
1525,False,False,False,True,False,False,True,False
1526,False,False,False,False,False,False,True,False
1527,False,False,False,False,False,False,True,False
1528,False,False,False,False,False,False,True,False
1529,False,False,False,True,False,False,True,False
1530,False,True,False,True,True,False,True,True
1531,False,True,False,True,True,False,True,True
1532,False,True,False,True,True,False,True,True
1533,False,True,False,True,False,False,True,True
1534,False,True,False,True,False,False,True,True
1535,False,True,False,True,False,False,True,True
1536,False,True,False,True,False,False,True,True
1537,False,True,False,True,False,False,True,True
1538,False,True,False,True,False,False,True,True
1539,False,True,False,True,False,False,True,True
1540,False,True,False,True,False,False,True,True
1541,False,True,False,True,False,False,True,True
1542,False,True,False,True,False,False,True,True
1543,False,True,False,True,False,False,True,False
1544,False,False,False,True,False,False,True,False
1545,False,False,False,True,False,False,True,False
1546,False,False,False,True,False,False,True,False
1547,False,False,False,True,False,False,True,False
1548,False,False,False,True,False,False,True,True
1549,False,False,False,True,False,False,True,False
1550,False,False,False,True,False,False,True,True
1551,False,False,False,True,False,False,True,True
1552,False,True,False,True,False,False,True,True
1553,False,True,False,True,False,False,False,True
1554,False,True,False,True,False,False,False,False
1555,False,True,False,True,False,False,False,True
1556,False,False,False,True,False,False,False,False
1557,False,False,False,True,False,False,False,False
1558,False,False,False,True,False,False,False,False
1559,False,True,False,True,False,False,False,False
1560,False,False,False,True,False,False,False,False
1561,False,False,False,True,False,False,False,False
1562,False,False,False,True,False,False,False,False
1563,False,False,False,True,False,False,False,False
1564,False,False,False,True,False,False,False,False
1565,False,True,False,True,False,False,False,False
1566,False,False,False,True,False,False,False,False
1567,False,False,False,True,False,False,False,False
1568,False,False,False,True,False,False,False,False
1569,False,False,False,True,False,False,False,False
1570,False,False,False,False,False,False,False,False
1571,False,False,False,False,False,False,False,False
1572,False,False,False,False,False,True,False,False
1573,True,False,False,False,False,True,False,False
1574,False,False,False,False,False,False,False,False
1575,False,False,False,False,False,False,False,False
1576,False,False,False,False,False,False,False,False
1577,False,False,False,False,False,False,False,False
1578,False,False,False,False,False,False,False,False
1579,False,False,False,False,False,False,False,True
1580,False,False,False,False,False,False,False,False
1581,False,False,False,False,False,False,False,False
1582,False,False,False,False,False,False,False,False
1583,False,False,False,False,False,False,False,False
1584,False,False,False,False,False,False,False,False
1585,False,False,False,False,False,False,False,False
1586,False,False,False,False,False,False,False,False
1587,False,False,False,False,False,False,False,False
1588,False,False,False,False,False,False,False,False
1589,False,False,False,False,False,False,False,False
1590,False,False,False,False,False,False,False,False
1591,False,False,False,False,False,False,False,True
1592,False,False,False,False,False,False,False,False
1593,False,False,False,False,False,False,False,False
1594,False,False,False,False,False,False,False,False
1595,False,True,False,False,False,False,False,False
1596,False,True,False,False,False,False,False,True
1597,False,True,False,False,False,False,False,False
1598,False,True,False,False,True,False,False,True
1599,False,True,False,False,False,False,False,True
1600,False,True,False,True,False,False,False,True
1601,False,True,False,True,True,False,False,True
1602,False,False,False,True,False,False,False,False
1603,False,False,False,True,False,False,False,False
1604,False,False,False,False,False,False,False,False
1605,False,False,False,False,False,False,False,False
1606,False,False,False,False,False,False,False,False
1607,False,False,False,False,False,False,False,False
1608,False,False,False,False,False,False,False,False
1609,False,False,False,False,False,False,False,False
1610,False,False,False,False,False,False,False,False
1611,False,False,False,False,False,False,False,False
1612,False,False,False,False,False,False,False,False
1613,False,False,False,False,False,False,False,False
1614,False,False,False,False,False,False,False,False
1615,False,False,False,False,False,False,False,False
1616,False,False,False,False,False,False,False,False
1617,False,False,False,False,False,False,False,False
1618,False,False,False,False,False,False,False,False
1619,False,False,False,False,False,False,False,False
1620,False,False,False,False,False,False,False,False
1621,False,False,False,False,False,False,False,False
1622,False,False,False,False,False,False,False,False
1623,False,False,False,False,False,False,False,False
1624,False,False,False,False,False,False,False,False
1625,False,False,False,False,False,True,False,False
1626,False,False,False,False,False,False,False,False
1627,True,False,False,False,False,False,False,False
1628,True,False,False,False,False,False,False,False
1629,True,False,False,False,False,False,False,False
1630,True,False,False,False,False,False,False,False
1631,True,False,False,False,False,True,False,False
1632,True,False,True,False,False,False,False,False
1633,True,False,True,False,False,False,False,False
1634,True,False,True,False,False,False,False,False
1635,False,False,False,False,False,False,False,False
1636,False,False,False,False,False,False,False,False
1637,False,False,False,False,False,False,False,False
1638,False,False,False,False,False,False,False,False
1639,False,False,False,False,False,False,False,True
1640,False,False,False,False,False,False,False,True
1641,False,True,False,False,True,False,False,True
1642,False,False,False,False,False,False,False,True
1643,False,False,False,False,False,False,False,True
1644,False,False,False,False,False,False,False,True
1645,False,True,False,False,False,False,False,True
1646,False,True,False,False,False,False,False,True
1647,False,True,False,False,False,False,False,True
1648,False,False,False,False,False,False,False,True
1649,False,True,False,False,True,False,False,True
1650,False,True,False,True,True,False,False,True
1651,False,True,False,True,False,False,False,True
1652,False,True,False,True,False,False,False,True
1653,False,True,False,True,False,False,False,True
1654,False,True,False,True,False,False,False,True
1655,False,True,False,True,False,False,False,True
1656,False,True,False,True,False,False,False,True
1657,False,True,False,True,False,False,False,True
1658,False,True,False,True,False,False,False,True
1659,False,True,False,True,False,False,False,True
1660,False,True,False,True,False,False,False,True
1661,False,True,False,True,False,False,False,True
1662,False,True,False,True,False,False,False,False
1663,False,False,False,True,False,False,False,False
1664,False,False,False,True,False,False,False,False
1665,False,False,False,True,False,False,False,False
1666,False,False,False,False,False,False,False,False
1667,False,False,False,False,False,False,False,False
1668,False,False,False,False,False,False,False,False
1669,False,False,False,False,False,False,False,False
1670,False,False,False,False,False,False,False,False
1671,False,False,False,False,False,False,False,False
1672,False,False,False,False,False,False,False,False
1673,True,False,False,False,False,False,False,False
1674,True,False,False,False,False,True,False,False
1675,True,False,False,False,False,True,False,False
1676,True,False,False,False,False,True,False,False
1677,True,False,False,False,False,True,False,False
1678,False,False,False,False,False,False,False,False
1679,False,False,False,False,False,False,False,False
1680,False,False,False,False,False,False,False,False
1681,False,False,False,False,False,False,False,False
1682,False,False,False,False,False,False,False,False
1683,False,False,False,False,False,False,False,False
1684,True,False,False,False,False,False,False,False
1685,True,False,False,False,False,False,False,False
1686,False,False,False,False,False,False,False,False
1687,False,False,False,False,False,False,False,False
1688,False,False,False,False,False,False,False,False
1689,False,False,False,False,False,False,False,False
1690,False,False,False,False,False,False,False,False
1691,False,False,False,False,False,False,False,False
1692,False,False,False,False,False,False,False,False
1693,False,False,False,False,False,False,False,False
1694,False,False,False,False,False,False,False,False
1695,False,False,False,False,False,False,False,False
1696,False,False,False,False,False,False,False,False
1697,False,False,False,False,False,False,False,False
1698,False,False,False,False,False,False,False,False
1699,False,False,False,False,False,False,False,False
1700,False,False,False,False,False,False,False,False
1701,False,False,False,False,False,False,False,False
1702,False,False,False,False,False,False,False,False
1703,False,False,False,False,False,False,False,False
1704,False,False,False,False,False,False,False,False
1705,False,False,False,False,False,False,False,False
1706,False,False,False,False,False,False,False,False
1707,False,False,False,False,False,False,False,False
1708,False,False,False,False,False,False,False,False
1709,False,False,False,False,False,False,False,False
1710,False,False,False,False,False,False,False,False
1711,False,False,False,False,False,False,False,False
1712,False,False,False,False,False,False,False,False
1713,True,False,False,False,False,True,False,False
1714,True,False,False,False,False,True,False,False
1715,True,False,True,False,False,True,False,False
1716,True,False,True,False,False,False,False,False
1717,True,False,True,False,False,False,False,False
1718,True,False,True,False,False,False,False,False
1719,True,False,True,False,False,False,False,False
1720,True,False,True,False,False,False,False,False
1721,True,False,True,False,False,False,False,False
1722,True,False,True,False,False,False,False,False
1723,True,False,True,False,False,False,False,False
1724,True,False,True,False,False,False,False,False
1725,True,False,True,False,False,False,False,False
1726,True,False,True,False,False,False,False,False
1727,True,False,True,False,False,False,False,False
1728,True,False,True,False,False,False,False,False
1729,True,False,True,False,False,False,True,False
1730,True,False,True,False,False,False,True,False
1731,True,False,True,False,False,False,True,False
1732,True,False,True,False,False,False,True,False
1733,True,False,True,False,False,False,True,False
1734,True,False,True,False,False,False,True,False
1735,False,False,True,False,False,False,True,False
1736,False,False,True,False,False,False,True,False
1737,False,False,True,False,False,False,True,False
1738,False,False,True,False,False,False,True,False
1739,False,False,True,False,False,False,True,True
1740,False,False,True,False,False,False,True,True
1741,False,False,False,False,False,False,True,True
1742,False,True,False,False,False,False,True,True
1743,False,True,False,False,False,False,True,True
1744,False,True,False,False,False,False,True,True
1745,False,True,False,False,False,False,True,True
1746,False,True,False,False,False,False,True,True
1747,False,True,False,False,False,False,True,True
1748,False,True,False,False,False,False,True,True
1749,False,False,False,False,False,False,True,False
1750,False,False,False,False,False,False,True,False
1751,False,False,False,False,False,False,True,False
1752,False,False,False,False,False,False,True,False
1753,False,False,False,False,False,False,True,False
1754,False,False,False,False,False,False,True,False
1755,False,False,False,False,False,False,True,False
1756,False,False,False,False,False,False,True,False
1757,False,False,False,False,False,False,True,False
1758,False,False,False,False,False,False,True,False
1759,False,False,False,False,False,False,True,False
1760,False,False,False,False,False,False,True,False
1761,False,False,False,False,False,False,True,False
1762,False,False,False,False,True,False,True,True
1763,False,False,False,False,False,False,True,False
1764,False,False,False,False,True,False,True,True
1765,False,False,False,False,False,False,True,True
1766,False,False,False,False,False,False,True,False
1767,False,False,False,False,False,False,True,False
1768,False,False,False,False,False,False,True,False
1769,False,False,False,False,False,False,True,True
1770,False,True,False,False,False,False,True,True
1771,False,True,False,False,False,False,True,True
1772,False,True,False,False,False,False,True,False
1773,False,False,False,False,False,False,True,False
1774,False,False,False,False,False,False,True,False
1775,False,False,False,False,False,False,True,False
1776,False,False,False,False,False,False,True,False
1777,False,False,False,False,False,False,True,False
1778,False,False,False,False,False,False,True,False
1779,False,False,False,False,False,False,True,False
1780,False,False,False,False,False,False,True,False
1781,False,False,False,False,False,False,True,False
1782,False,False,False,False,False,False,True,False
1783,False,False,False,False,False,True,True,False
1784,False,False,False,False,False,False,True,False
1785,False,False,False,False,False,False,True,False
1786,False,False,False,False,False,False,True,False
1787,False,False,False,False,False,False,True,False
1788,False,False,False,False,False,True,True,False
1789,True,False,False,False,False,False,True,False
1790,False,False,False,False,False,False,True,False
1791,True,False,False,False,False,True,True,False
1792,True,False,False,False,False,False,True,False
1793,False,False,False,False,False,False,True,False
1794,True,False,False,False,False,False,True,False
1795,True,False,False,False,False,False,True,False
1796,False,False,False,False,False,False,True,True
1797,False,False,False,False,False,False,True,False
1798,False,False,False,False,False,False,True,True
1799,False,False,False,False,False,False,True,True
1800,False,False,False,False,False,False,True,True
1801,False,False,False,False,False,False,True,True
1802,False,False,False,False,False,False,True,True
1803,False,False,False,False,False,False,True,True
1804,False,False,False,False,False,False,True,False
1805,False,False,False,False,False,False,True,False
1806,False,False,False,False,False,False,True,True
1807,False,False,False,False,False,False,True,False
1808,False,False,False,False,False,False,True,False
1809,False,False,False,False,False,False,True,False
1810,False,False,False,False,False,False,True,False
1811,False,False,False,False,False,False,True,False
1812,False,False,False,False,False,False,True,False
1813,False,False,False,False,False,False,True,False
1814,False,False,False,False,False,False,True,False
1815,False,False,False,False,False,False,True,False
1816,False,False,False,False,False,False,True,False
1817,False,False,False,False,False,False,True,False
1818,False,False,False,False,False,False,True,False
1819,False,False,False,False,False,False,True,False
1820,True,False,False,False,False,True,True,False
1821,True,False,False,False,False,True,True,False
1822,True,False,False,False,False,True,True,False
1823,True,False,False,False,False,True,True,False
1824,True,False,False,False,False,False,True,False
1825,True,False,False,False,False,False,True,False
1826,True,False,True,False,False,False,True,False
1827,True,False,True,False,False,False,True,False
1828,True,False,True,False,False,False,True,False
1829,True,False,True,False,False,True,True,False
1830,True,False,True,False,False,True,True,False
1831,True,False,True,False,False,False,True,False
1832,True,False,True,False,False,False,True,False
1833,True,False,True,False,False,False,True,False
1834,True,False,True,False,False,False,True,False
1835,True,False,True,False,False,False,True,False
1836,True,False,True,False,False,True,True,False
1837,True,False,True,False,False,True,True,False
1838,True,False,True,False,False,True,True,False
1839,True,False,True,False,False,False,True,False
1840,True,False,True,False,False,False,True,False
1841,True,False,True,False,False,False,True,False
1842,True,False,True,False,False,False,True,False
1843,True,False,True,False,False,False,True,False
1844,True,False,True,False,False,False,True,False
1845,True,False,True,False,False,False,True,False
1846,True,False,True,False,False,False,True,False
1847,True,False,True,False,False,False,True,False
1848,True,False,True,False,False,False,True,False
1849,True,False,True,False,False,False,True,False
1850,False,False,True,False,False,False,True,False
1851,False,False,True,False,False,False,True,False
1852,False,False,True,False,False,False,True,False
1853,False,False,True,False,False,False,True,False
1854,False,False,True,False,False,False,True,False
1855,False,False,True,False,False,True,True,False
1856,False,False,True,False,False,True,True,False
1857,False,False,True,False,False,True,True,False
1858,True,False,True,False,False,False,True,False
1859,True,False,True,False,False,False,True,False
1860,True,False,True,False,False,False,True,False
1861,True,False,True,False,False,False,True,False
1862,True,False,True,False,False,False,True,False
1863,True,False,True,False,False,False,True,False
1864,True,False,True,False,False,False,True,False
1865,True,False,True,False,False,False,True,False
1866,True,False,True,False,False,False,True,False
1867,True,False,True,False,False,False,True,False
1868,False,False,True,False,False,False,True,False
1869,False,False,True,False,False,False,True,False
1870,False,False,True,False,False,False,True,False
1871,False,False,True,False,False,False,True,False
1872,False,False,True,False,False,False,True,False
1873,False,False,True,False,False,False,True,False
1874,False,False,True,False,False,False,True,False
1875,False,False,True,False,False,False,True,False
1876,False,False,True,False,False,False,True,False
1877,False,False,False,False,False,False,True,False
1878,False,False,False,False,False,False,True,True
1879,False,False,False,False,False,False,True,True
1880,False,False,False,False,False,False,True,True
1881,False,False,False,False,False,False,True,False
1882,False,False,False,False,False,False,True,False
1883,False,False,False,False,False,False,True,False
1884,False,False,False,False,False,False,True,False
1885,False,False,False,False,False,False,True,False
1886,False,False,False,False,False,False,True,False
1887,False,False,False,False,False,False,True,False
1888,False,False,False,False,False,False,True,False
1889,False,False,False,False,False,False,True,False
1890,False,False,False,False,False,False,True,False
1891,True,False,False,False,False,True,True,False
1892,False,False,False,False,False,False,True,False
1893,True,False,False,False,False,False,True,False
1894,False,False,False,False,False,False,True,False
1895,False,False,False,False,False,False,True,False
1896,False,False,False,False,False,False,True,False
1897,False,False,False,False,False,False,True,False
1898,False,False,False,False,False,False,True,False
1899,True,False,False,False,False,True,True,False
1900,True,False,True,False,False,True,True,False
1901,False,False,True,False,False,True,True,False
1902,False,False,True,False,False,False,True,False
1903,False,False,True,False,False,False,True,False
1904,False,False,False,False,False,False,True,False
1905,False,False,False,False,False,False,True,False
1906,False,False,False,False,False,False,True,False
1907,False,False,False,False,False,False,True,False
1908,False,False,False,False,False,False,True,False
1909,False,False,False,False,False,False,True,False
1910,False,False,False,False,False,False,True,True
1911,False,False,False,False,False,False,True,True
1912,False,False,False,False,False,False,True,True
1913,False,True,False,False,False,False,True,True
1914,False,True,False,False,False,False,True,True
1915,False,True,False,False,False,False,True,True
1916,False,False,False,False,False,False,True,False
1917,False,False,False,False,False,False,True,False
1918,False,False,False,False,False,False,True,False
1919,False,False,False,False,False,False,True,False
1920,False,False,False,False,False,False,True,False
1921,False,False,False,False,False,False,True,False
1922,False,False,False,False,False,False,True,False
1923,False,False,False,False,False,False,True,False
1924,False,False,False,False,False,False,True,False
1925,False,False,False,False,False,False,True,False
1926,False,False,False,False,False,False,True,False
1927,True,False,False,False,False,True,True,False
1928,True,False,False,False,False,True,True,False
1929,True,False,False,False,False,True,True,False
1930,True,False,False,False,False,False,True,False
1931,False,False,False,False,False,False,True,False
1932,False,False,False,False,False,False,True,False
1933,False,False,False,False,False,False,True,False
1934,True,False,False,False,False,False,True,False
1935,True,False,True,False,False,False,True,False
1936,False,False,True,False,False,False,True,False
1937,True,False,True,False,False,False,True,False
1938,True,False,True,False,False,False,True,False
1939,True,False,True,False,False,False,True,False
1940,True,False,True,False,False,False,True,False
1941,True,False,True,False,False,False,True,False
1942,True,False,True,False,False,False,True,False
1943,True,False,True,False,False,False,True,False
1944,True,False,True,False,False,False,True,False
1945,True,False,True,False,False,False,True,False
1946,True,False,True,False,False,False,True,False
1947,True,False,True,False,False,False,True,False
1948,True,False,True,False,False,False,True,False
1949,True,False,True,False,False,False,True,False
1950,True,False,True,False,False,False,True,False
1951,True,False,True,False,False,False,True,False
1952,True,False,True,False,False,False,True,False
1953,True,False,True,False,False,False,True,False
1954,False,False,True,False,False,False,True,True
1955,False,False,True,False,False,False,True,False
1956,False,False,False,False,False,False,True,False
1957,False,False,False,False,False,False,True,True
1958,False,False,False,False,False,False,True,False
1959,False,False,False,False,False,False,True,False
1960,False,False,False,False,False,False,True,False
1961,False,False,False,False,False,False,True,False
1962,False,False,False,False,False,True,True,False
1963,False,False,False,False,False,False,True,False
1964,False,False,False,False,False,False,True,True
1965,False,False,False,False,False,False,True,False
1966,False,False,False,False,False,False,True,False
1967,False,False,False,False,False,False,True,False
1968,False,False,False,False,False,False,True,False
1969,False,False,False,False,False,False,True,True
1970,False,False,False,False,False,False,True,True
1971,False,False,False,False,False,False,True,True
1972,False,False,False,False,False,False,True,True
1973,False,False,False,False,False,False,True,True
1974,False,False,False,False,False,False,True,True
1975,False,False,False,False,True,False,True,True
1976,False,True,False,False,True,False,True,True
1977,False,False,False,False,False,False,True,True
1978,False,False,False,False,False,False,True,True
1979,False,True,False,False,False,False,True,True
1980,False,True,False,False,False,False,True,True
1981,False,False,False,False,False,False,True,True
1982,False,False,False,False,False,False,True,False
1983,False,False,False,False,False,False,True,False
1984,False,False,False,False,False,False,True,False
1985,False,False,False,False,False,False,True,False
1986,False,False,False,False,False,False,True,False
1987,False,False,False,False,False,False,True,False
1988,False,False,False,False,False,False,True,False
1989,True,False,False,False,False,False,True,False
1990,True,False,False,False,False,False,True,False
1991,True,False,False,False,False,True,True,False
1992,True,False,False,False,False,False,True,False
1993,True,False,False,False,False,False,True,False
1994,True,False,False,False,False,False,True,False
1995,True,False,False,False,False,False,True,False
1996,True,False,False,False,False,False,True,False
1997,True,False,False,False,False,False,True,False
1998,True,False,False,False,False,False,True,False
1999,False,False,False,False,False,False,True,False
2000,False,False,False,False,False,False,True,True
2001,False,False,False,False,False,False,True,False
2002,False,False,False,False,False,False,True,False
2003,False,False,False,False,False,False,True,False
2004,False,False,False,False,False,False,True,False
2005,False,False,False,False,False,False,True,False
2006,False,False,False,False,False,False,True,False
2007,False,False,False,False,False,False,True,False
2008,False,False,False,False,False,False,True,False
2009,False,False,False,False,False,False,True,False
